session_id,split_index,context_len,query_len,session_len,query_skip_rate,ndcg_model,ndcg_random,lift
22b3f07d-9bf0-4aaf-a19e-e3afaacd984a_22790,5,21,5,26,0.8,0.6309,0.5897,0.0412
2315550d-ac95-4109-9586-0770d694411c_33475,1,8,22,30,0.1818,0.5121,0.8182,-0.3061
2315550d-ac95-4109-9586-0770d694411c_33475,2,12,18,30,0.1667,0.5121,0.8333,-0.3212
2315550d-ac95-4109-9586-0770d694411c_33475,3,16,14,30,0.2143,0.633,0.7857,-0.1527
2315550d-ac95-4109-9586-0770d694411c_33475,4,20,10,30,0.3,0.4469,0.7,-0.2531
2315550d-ac95-4109-9586-0770d694411c_33475,5,25,5,30,0.2,0.9174,0.9208,-0.0034
2315550d-ac95-4109-9586-0770d694411c_33476,1,3,12,15,0.4167,0.8262,0.5833,0.2429
2315550d-ac95-4109-9586-0770d694411c_33476,2,4,11,15,0.4545,0.7584,0.5455,0.213
2315550d-ac95-4109-9586-0770d694411c_33476,3,6,9,15,0.4444,0.7537,0.5556,0.1982
2315550d-ac95-4109-9586-0770d694411c_33476,4,8,7,15,0.4286,0.7551,0.6577,0.0974
2315550d-ac95-4109-9586-0770d694411c_33476,5,10,5,15,0.6,0.6241,0.7231,-0.099
2315550d-ac95-4109-9586-0770d694411c_33477,1,3,9,12,0.2222,0.7614,0.7778,-0.0164
2315550d-ac95-4109-9586-0770d694411c_33477,2,4,8,12,0.25,0.6389,0.75,-0.1111
2315550d-ac95-4109-9586-0770d694411c_33477,3,5,7,12,0.2857,0.5888,0.7143,-0.1255
2315550d-ac95-4109-9586-0770d694411c_33477,4,6,6,12,0.3333,0.5929,0.7673,-0.1745
2315550d-ac95-4109-9586-0770d694411c_33477,5,7,5,12,0.2,0.9564,0.9208,0.0356
2315550d-ac95-4109-9586-0770d694411c_33481,1,5,18,23,0.0556,1,0.9444,0.0556
2315550d-ac95-4109-9586-0770d694411c_33481,2,6,17,23,0.0588,1,0.9412,0.0588
2315550d-ac95-4109-9586-0770d694411c_33481,3,7,16,23,0.0625,1,0.9375,0.0625
2315550d-ac95-4109-9586-0770d694411c_33481,4,8,15,23,0.0667,1,0.9333,0.0667
2315550d-ac95-4109-9586-0770d694411c_33481,5,9,14,23,0.0714,0.9738,0.9286,0.0452
2315550d-ac95-4109-9586-0770d694411c_33487,1,3,24,27,0.25,0.6084,0.75,-0.1416
2315550d-ac95-4109-9586-0770d694411c_33487,2,7,20,27,0.15,0.6346,0.85,-0.2154
2315550d-ac95-4109-9586-0770d694411c_33487,3,12,15,27,0.2,0.7106,0.8,-0.0894
2315550d-ac95-4109-9586-0770d694411c_33487,4,17,10,27,0.2,0.4782,0.8,-0.3218
2315550d-ac95-4109-9586-0770d694411c_33487,5,22,5,27,0.2,0.8759,0.9208,-0.0449
2315550d-ac95-4109-9586-0770d694411c_33489,1,6,20,26,0.25,0.5928,0.75,-0.1572
2315550d-ac95-4109-9586-0770d694411c_33489,2,9,17,26,0.2941,0.8094,0.7059,0.1035
2315550d-ac95-4109-9586-0770d694411c_33489,3,13,13,26,0.3846,0.6018,0.6154,-0.0136
2315550d-ac95-4109-9586-0770d694411c_33489,4,17,9,26,0.4444,0.8416,0.5556,0.286
2315550d-ac95-4109-9586-0770d694411c_33489,5,21,5,26,0.2,0.9912,0.9208,0.0704
2315550d-ac95-4109-9586-0770d694411c_33499,1,3,31,34,0.2903,0.6398,0.7097,-0.0699
2315550d-ac95-4109-9586-0770d694411c_33499,2,9,25,34,0.36,0.8631,0.64,0.2231
2315550d-ac95-4109-9586-0770d694411c_33499,3,15,19,34,0.4737,0.7802,0.5263,0.2539
2315550d-ac95-4109-9586-0770d694411c_33499,4,21,13,34,0.5385,0.6009,0.4615,0.1394
2315550d-ac95-4109-9586-0770d694411c_33499,5,28,6,34,0.1667,1,0.8333,0.1667
2315550d-ac95-4109-9586-0770d694411c_33501,1,3,12,15,0.5833,0.3042,0.4167,-0.1125
2315550d-ac95-4109-9586-0770d694411c_33501,2,4,11,15,0.5455,0.377,0.4545,-0.0776
2315550d-ac95-4109-9586-0770d694411c_33501,3,6,9,15,0.4444,0.4673,0.5556,-0.0883
2315550d-ac95-4109-9586-0770d694411c_33501,4,8,7,15,0.2857,0.6174,0.7143,-0.0969
2315550d-ac95-4109-9586-0770d694411c_33501,5,10,5,15,0.2,0.9306,0.9208,0.0098
2315550d-ac95-4109-9586-0770d694411c_33503,1,14,9,23,0.4444,0.4876,0.5556,-0.0679
2315550d-ac95-4109-9586-0770d694411c_33503,2,15,8,23,0.5,0.5969,0.5755,0.0214
2315550d-ac95-4109-9586-0770d694411c_33503,3,16,7,23,0.5714,0.7404,0.593,0.1475
2315550d-ac95-4109-9586-0770d694411c_33503,4,17,6,23,0.6667,0.9839,0.6026,0.3813
2315550d-ac95-4109-9586-0770d694411c_33503,5,18,5,23,0.8,1,0.5897,0.4103
2315550d-ac95-4109-9586-0770d694411c_33508,1,16,34,50,0.0588,1,0.9412,0.0588
2315550d-ac95-4109-9586-0770d694411c_33508,2,23,27,50,0.037,1,0.963,0.037
2315550d-ac95-4109-9586-0770d694411c_33508,3,30,20,50,0.05,1,0.95,0.05
2315550d-ac95-4109-9586-0770d694411c_33508,4,37,13,50,0.0769,1,0.9231,0.0769
2315550d-ac95-4109-9586-0770d694411c_33508,5,45,5,50,0.2,0.9721,0.9208,0.0513
2315550d-ac95-4109-9586-0770d694411c_33509,1,3,17,20,0.3529,0.1537,0.6471,-0.4934
2315550d-ac95-4109-9586-0770d694411c_33509,2,6,14,20,0.4286,0.625,0.5714,0.0536
2315550d-ac95-4109-9586-0770d694411c_33509,3,9,11,20,0.5455,0.3492,0.4545,-0.1053
2315550d-ac95-4109-9586-0770d694411c_33509,4,12,8,20,0.5,0.9912,0.5755,0.4157
2315550d-ac95-4109-9586-0770d694411c_33509,5,15,5,20,0.2,1,0.9208,0.0792
2315550d-ac95-4109-9586-0770d694411c_33511,1,3,26,29,0.1538,0.8716,0.8462,0.0255
2315550d-ac95-4109-9586-0770d694411c_33511,2,6,23,29,0.1739,0.7834,0.8261,-0.0426
2315550d-ac95-4109-9586-0770d694411c_33511,3,10,19,29,0.1053,0.7245,0.8947,-0.1702
2315550d-ac95-4109-9586-0770d694411c_33511,4,14,15,29,0.0667,1,0.9333,0.0667
2315550d-ac95-4109-9586-0770d694411c_33511,5,18,11,29,0.0909,0.9445,0.9091,0.0355
2315550d-ac95-4109-9586-0770d694411c_33512,1,3,14,17,0.0714,0.797,0.9286,-0.1315
2315550d-ac95-4109-9586-0770d694411c_33512,2,4,13,17,0.0769,0.8309,0.9231,-0.0921
2315550d-ac95-4109-9586-0770d694411c_33512,3,6,11,17,0.0909,0.8767,0.9091,-0.0324
2315550d-ac95-4109-9586-0770d694411c_33512,4,8,9,17,0.1111,0.8398,0.8889,-0.0491
2315550d-ac95-4109-9586-0770d694411c_33512,5,10,7,17,0.1429,0.7109,0.8571,-0.1462
2315550d-ac95-4109-9586-0770d694411c_33521,1,5,18,23,0.4444,0.3228,0.5556,-0.2328
2315550d-ac95-4109-9586-0770d694411c_33521,2,8,15,23,0.5333,0.3404,0.4667,-0.1263
2315550d-ac95-4109-9586-0770d694411c_33521,3,11,12,23,0.5,0.3791,0.5,-0.1209
2315550d-ac95-4109-9586-0770d694411c_33521,4,14,9,23,0.4444,0.584,0.5556,0.0284
2315550d-ac95-4109-9586-0770d694411c_33521,5,18,5,23,0.4,0.9265,0.8302,0.0963
2315550d-ac95-4109-9586-0770d694411c_33526,1,3,19,22,0.1053,0.8466,0.8947,-0.0482
2315550d-ac95-4109-9586-0770d694411c_33526,2,5,17,22,0.1176,0.8631,0.8824,-0.0192
2315550d-ac95-4109-9586-0770d694411c_33526,3,7,15,22,0.1333,0.8127,0.8667,-0.054
2315550d-ac95-4109-9586-0770d694411c_33526,4,9,13,22,0.0769,0.9398,0.9231,0.0168
2315550d-ac95-4109-9586-0770d694411c_33526,5,12,10,22,0.1,0.7787,0.9,-0.1213
2315550d-ac95-4109-9586-0770d694411c_33547,1,11,12,23,0.1667,0.9738,0.8333,0.1404
2315550d-ac95-4109-9586-0770d694411c_33547,2,12,11,23,0.1818,0.7699,0.8182,-0.0483
2315550d-ac95-4109-9586-0770d694411c_33547,3,14,9,23,0.1111,1,0.8889,0.1111
2315550d-ac95-4109-9586-0770d694411c_33547,4,16,7,23,0.1429,1,0.8571,0.1429
2315550d-ac95-4109-9586-0770d694411c_33547,5,18,5,23,0.2,0.9897,0.9208,0.0689
2315550d-ac95-4109-9586-0770d694411c_33548,1,3,61,64,0.082,0.8369,0.918,-0.0811
2315550d-ac95-4109-9586-0770d694411c_33548,2,16,48,64,0.1042,1,0.8958,0.1042
2315550d-ac95-4109-9586-0770d694411c_33548,3,30,34,64,0.1471,1,0.8529,0.1471
2315550d-ac95-4109-9586-0770d694411c_33548,4,43,21,64,0.2381,0.8493,0.7619,0.0874
2315550d-ac95-4109-9586-0770d694411c_33548,5,57,7,64,0.1429,0.9738,0.8571,0.1166
2315550d-ac95-4109-9586-0770d694411c_33550,1,3,23,26,0.1304,0.7287,0.8696,-0.1409
2315550d-ac95-4109-9586-0770d694411c_33550,2,7,19,26,0.1053,0.6948,0.8947,-0.2
2315550d-ac95-4109-9586-0770d694411c_33550,3,12,14,26,0.1429,0.8555,0.8571,-0.0017
2315550d-ac95-4109-9586-0770d694411c_33550,4,16,10,26,0.2,0.8398,0.8,0.0398
2315550d-ac95-4109-9586-0770d694411c_33550,5,21,5,26,0.4,0.6429,0.8302,-0.1873
2315550d-ac95-4109-9586-0770d694411c_33554,1,7,18,25,0.7222,0.2525,0.2778,-0.0253
2315550d-ac95-4109-9586-0770d694411c_33554,2,10,15,25,0.6667,0.2698,0.3333,-0.0635
2315550d-ac95-4109-9586-0770d694411c_33554,3,13,12,25,0.6667,0.3154,0.3837,-0.0683
2315550d-ac95-4109-9586-0770d694411c_33554,4,16,9,25,0.6667,0.4689,0.4612,0.0077
2315550d-ac95-4109-9586-0770d694411c_33554,5,20,5,25,0.6,0.7071,0.7231,-0.0161
2315550d-ac95-4109-9586-0770d694411c_33556,1,6,19,25,0.2632,0.9153,0.7368,0.1785
2315550d-ac95-4109-9586-0770d694411c_33556,2,9,16,25,0.3125,0.9738,0.6875,0.2863
2315550d-ac95-4109-9586-0770d694411c_33556,3,13,12,25,0.3333,0.8891,0.6667,0.2224
2315550d-ac95-4109-9586-0770d694411c_33556,4,16,9,25,0.1111,0.8628,0.8889,-0.026
2315550d-ac95-4109-9586-0770d694411c_33556,5,20,5,25,0.2,0.9809,0.9208,0.0601
2315550d-ac95-4109-9586-0770d694411c_33557,1,24,14,38,0.3571,0.5923,0.6429,-0.0505
2315550d-ac95-4109-9586-0770d694411c_33557,2,26,12,38,0.4167,0.6814,0.5833,0.0981
2315550d-ac95-4109-9586-0770d694411c_33557,3,28,10,38,0.5,0.6666,0.5,0.1666
2315550d-ac95-4109-9586-0770d694411c_33557,4,30,8,38,0.625,0.7192,0.5189,0.2003
2315550d-ac95-4109-9586-0770d694411c_33557,5,33,5,38,0.6,0.9679,0.7231,0.2448
2315550d-ac95-4109-9586-0770d694411c_33558,1,3,11,14,0.0909,0.9445,0.9091,0.0355
2315550d-ac95-4109-9586-0770d694411c_33558,2,4,10,14,0.1,0.9213,0.9,0.0213
2315550d-ac95-4109-9586-0770d694411c_33558,3,5,9,14,0.1111,0.9124,0.8889,0.0235
2315550d-ac95-4109-9586-0770d694411c_33558,4,6,8,14,0.125,0.8038,0.875,-0.0712
2315550d-ac95-4109-9586-0770d694411c_33558,5,8,6,14,0.1667,0.6608,0.8333,-0.1725
2315550d-ac95-4109-9586-0770d694411c_33565,1,4,37,41,0.0541,0.4973,0.9459,-0.4486
2315550d-ac95-4109-9586-0770d694411c_33565,2,12,29,41,0.069,0.7156,0.931,-0.2154
2315550d-ac95-4109-9586-0770d694411c_33565,3,20,21,41,0.0952,0.7746,0.9048,-0.1302
2315550d-ac95-4109-9586-0770d694411c_33565,4,28,13,41,0.1538,0.6525,0.8462,-0.1937
2315550d-ac95-4109-9586-0770d694411c_33565,5,36,5,41,0.2,0.8285,0.9208,-0.0923
2315550d-ac95-4109-9586-0770d694411c_33571,1,12,26,38,0.0769,1,0.9231,0.0769
2315550d-ac95-4109-9586-0770d694411c_33571,2,13,25,38,0.08,1,0.92,0.08
2315550d-ac95-4109-9586-0770d694411c_33571,3,14,24,38,0.0833,0.9398,0.9167,0.0232
2315550d-ac95-4109-9586-0770d694411c_33571,4,15,23,38,0.087,0.9059,0.913,-0.0071
2315550d-ac95-4109-9586-0770d694411c_33571,5,17,21,38,0.0476,1,0.9524,0.0476
2315550d-ac95-4109-9586-0770d694411c_33572,1,3,9,12,0.1111,0.9445,0.8889,0.0557
2315550d-ac95-4109-9586-0770d694411c_33572,2,4,8,12,0.125,0.9708,0.875,0.0958
2315550d-ac95-4109-9586-0770d694411c_33572,3,5,7,12,0.1429,0.9445,0.8571,0.0874
2315550d-ac95-4109-9586-0770d694411c_33572,4,6,6,12,0.1667,0.8874,0.8333,0.054
2315550d-ac95-4109-9586-0770d694411c_33572,5,7,5,12,0.2,0.9612,0.9208,0.0404
2315550d-ac95-4109-9586-0770d694411c_33574,1,3,15,18,0.1333,1,0.8667,0.1333
2315550d-ac95-4109-9586-0770d694411c_33574,2,5,13,18,0.1538,1,0.8462,0.1538
2315550d-ac95-4109-9586-0770d694411c_33574,3,7,11,18,0.1818,1,0.8182,0.1818
2315550d-ac95-4109-9586-0770d694411c_33574,4,9,9,18,0.2222,0.8688,0.7778,0.091
2315550d-ac95-4109-9586-0770d694411c_33574,5,11,7,18,0.1429,0.9475,0.8571,0.0904
2315550d-ac95-4109-9586-0770d694411c_33580,1,3,22,25,0.5,0.4716,0.5,-0.0284
2315550d-ac95-4109-9586-0770d694411c_33580,2,7,18,25,0.4444,0.5649,0.5556,0.0093
2315550d-ac95-4109-9586-0770d694411c_33580,3,11,14,25,0.5,0.5946,0.5,0.0946
2315550d-ac95-4109-9586-0770d694411c_33580,4,15,10,25,0.5,0.5505,0.5,0.0505
2315550d-ac95-4109-9586-0770d694411c_33580,5,20,5,25,0.4,0.9223,0.8302,0.0921
2315550d-ac95-4109-9586-0770d694411c_33581,1,3,18,21,0.1667,0.9416,0.8333,0.1082
2315550d-ac95-4109-9586-0770d694411c_33581,2,6,15,21,0.0667,0.9738,0.9333,0.0404
2315550d-ac95-4109-9586-0770d694411c_33581,3,9,12,21,0.0833,1,0.9167,0.0833
2315550d-ac95-4109-9586-0770d694411c_33581,4,12,9,21,0.1111,1,0.8889,0.1111
2315550d-ac95-4109-9586-0770d694411c_33581,5,16,5,21,0.2,0.9775,0.9208,0.0567
2315550d-ac95-4109-9586-0770d694411c_33583,1,3,35,38,0.2857,0.8631,0.7143,0.1488
2315550d-ac95-4109-9586-0770d694411c_33583,2,10,28,38,0.2143,0.8988,0.7857,0.1131
2315550d-ac95-4109-9586-0770d694411c_33583,3,18,20,38,0.25,0.6292,0.75,-0.1208
2315550d-ac95-4109-9586-0770d694411c_33583,4,25,13,38,0.2308,0.7787,0.7692,0.0095
2315550d-ac95-4109-9586-0770d694411c_33583,5,33,5,38,0.2,0.9462,0.9208,0.0254
2315550d-ac95-4109-9586-0770d694411c_33589,1,4,17,21,0.3529,0.8708,0.6471,0.2237
2315550d-ac95-4109-9586-0770d694411c_33589,2,6,15,21,0.4,1,0.6,0.4
2315550d-ac95-4109-9586-0770d694411c_33589,3,9,12,21,0.5,0.8505,0.5,0.3505
2315550d-ac95-4109-9586-0770d694411c_33589,4,11,10,21,0.6,0.743,0.4604,0.2826
2315550d-ac95-4109-9586-0770d694411c_33589,5,14,7,21,0.8571,0.6897,0.4212,0.2685
2315550d-ac95-4109-9586-0770d694411c_33590,1,3,25,28,0.44,0.5992,0.56,0.0392
2315550d-ac95-4109-9586-0770d694411c_33590,2,8,20,28,0.4,0.8534,0.6,0.2534
2315550d-ac95-4109-9586-0770d694411c_33590,3,13,15,28,0.5333,0.5365,0.4667,0.0698
2315550d-ac95-4109-9586-0770d694411c_33590,4,18,10,28,0.4,0.5183,0.6,-0.0817
2315550d-ac95-4109-9586-0770d694411c_33590,5,23,5,28,0.4,0.8937,0.8302,0.0635
2315550d-ac95-4109-9586-0770d694411c_33592,1,5,13,18,0.1538,1,0.8462,0.1538
2315550d-ac95-4109-9586-0770d694411c_33592,2,7,11,18,0.1818,0.9369,0.8182,0.1187
2315550d-ac95-4109-9586-0770d694411c_33592,3,9,9,18,0.2222,0.6608,0.7778,-0.1169
2315550d-ac95-4109-9586-0770d694411c_33592,4,11,7,18,0.1429,1,0.8571,0.1429
2315550d-ac95-4109-9586-0770d694411c_33592,5,13,5,18,0.2,1,0.9208,0.0792
2315550d-ac95-4109-9586-0770d694411c_33598,1,4,11,15,0.5455,0.5065,0.4545,0.0519
2315550d-ac95-4109-9586-0770d694411c_33598,2,5,10,15,0.6,0.7,0.4604,0.2396
2315550d-ac95-4109-9586-0770d694411c_33598,3,7,8,15,0.625,0.7212,0.5189,0.2023
2315550d-ac95-4109-9586-0770d694411c_33598,4,8,7,15,0.5714,0.5776,0.593,-0.0153
2315550d-ac95-4109-9586-0770d694411c_33598,5,10,5,15,0.6,0.8,0.7231,0.0769
2315550d-ac95-4109-9586-0770d694411c_33607,1,11,12,23,0.4167,0.3112,0.5833,-0.2721
2315550d-ac95-4109-9586-0770d694411c_33607,2,12,11,23,0.4545,0.4089,0.5455,-0.1366
2315550d-ac95-4109-9586-0770d694411c_33607,3,14,9,23,0.5556,0.3191,0.5116,-0.1924
2315550d-ac95-4109-9586-0770d694411c_33607,4,16,7,23,0.4286,0.8766,0.6577,0.2189
2315550d-ac95-4109-9586-0770d694411c_33607,5,18,5,23,0.2,0.9306,0.9208,0.0098
2315550d-ac95-4109-9586-0770d694411c_33608,1,3,21,24,0.0476,0.8844,0.9524,-0.068
2315550d-ac95-4109-9586-0770d694411c_33608,2,6,18,24,0.0556,0.8708,0.9444,-0.0736
2315550d-ac95-4109-9586-0770d694411c_33608,3,9,15,24,0.0667,0.8602,0.9333,-0.0732
2315550d-ac95-4109-9586-0770d694411c_33608,4,12,12,24,0.0833,0.8012,0.9167,-0.1155
2315550d-ac95-4109-9586-0770d694411c_33608,5,15,9,24,0.1111,0.6608,0.8889,-0.228
2315550d-ac95-4109-9586-0770d694411c_33615,1,17,9,26,0.5556,0.8071,0.5116,0.2956
2315550d-ac95-4109-9586-0770d694411c_33615,2,18,8,26,0.5,0.8427,0.5755,0.2672
2315550d-ac95-4109-9586-0770d694411c_33615,3,19,7,26,0.4286,0.9242,0.6577,0.2665
2315550d-ac95-4109-9586-0770d694411c_33615,4,20,6,26,0.3333,0.9487,0.7673,0.1814
2315550d-ac95-4109-9586-0770d694411c_33615,5,21,5,26,0.2,0.9521,0.9208,0.0313
2315550d-ac95-4109-9586-0770d694411c_33616,1,15,17,32,0.2353,1,0.7647,0.2353
2315550d-ac95-4109-9586-0770d694411c_33616,2,16,16,32,0.1875,1,0.8125,0.1875
2315550d-ac95-4109-9586-0770d694411c_33616,3,18,14,32,0.2143,1,0.7857,0.2143
2315550d-ac95-4109-9586-0770d694411c_33616,4,20,12,32,0.1667,1,0.8333,0.1667
2315550d-ac95-4109-9586-0770d694411c_33616,5,22,10,32,0.1,1,0.9,0.1
2315550d-ac95-4109-9586-0770d694411c_33623,1,3,22,25,0.2727,0.7198,0.7273,-0.0075
2315550d-ac95-4109-9586-0770d694411c_33623,2,6,19,25,0.2632,1,0.7368,0.2632
2315550d-ac95-4109-9586-0770d694411c_33623,3,10,15,25,0.2667,1,0.7333,0.2667
2315550d-ac95-4109-9586-0770d694411c_33623,4,13,12,25,0.3333,0.9738,0.6667,0.3071
2315550d-ac95-4109-9586-0770d694411c_33623,5,17,8,25,0.125,1,0.875,0.125
2315550d-ac95-4109-9586-0770d694411c_33630,1,5,15,20,0.4,0.7191,0.6,0.1191
2315550d-ac95-4109-9586-0770d694411c_33630,2,7,13,20,0.3077,0.7614,0.6923,0.0691
2315550d-ac95-4109-9586-0770d694411c_33630,3,9,11,20,0.2727,0.7844,0.7273,0.0571
2315550d-ac95-4109-9586-0770d694411c_33630,4,11,9,20,0.2222,0.7779,0.7778,0.0002
2315550d-ac95-4109-9586-0770d694411c_33630,5,14,6,20,0.1667,0.9017,0.8333,0.0684
2315550d-ac95-4109-9586-0770d694411c_33631,1,3,10,13,0.1,0.931,0.9,0.031
2315550d-ac95-4109-9586-0770d694411c_33631,2,4,9,13,0.1111,0.9661,0.8889,0.0772
2315550d-ac95-4109-9586-0770d694411c_33631,3,5,8,13,0.125,0.9708,0.875,0.0958
2315550d-ac95-4109-9586-0770d694411c_33631,4,6,7,13,0.1429,0.9738,0.8571,0.1166
2315550d-ac95-4109-9586-0770d694411c_33631,5,8,5,13,0.2,0.9932,0.9208,0.0723
2315550d-ac95-4109-9586-0770d694411c_33633,1,3,9,12,0.4444,0.7705,0.5556,0.215
2315550d-ac95-4109-9586-0770d694411c_33633,2,4,8,12,0.5,0.7239,0.5755,0.1484
2315550d-ac95-4109-9586-0770d694411c_33633,3,5,7,12,0.4286,0.9293,0.6577,0.2716
2315550d-ac95-4109-9586-0770d694411c_33633,4,6,6,12,0.3333,1,0.7673,0.2327
2315550d-ac95-4109-9586-0770d694411c_33633,5,7,5,12,0.2,1,0.9208,0.0792
2315550d-ac95-4109-9586-0770d694411c_33662,1,3,17,20,0.6471,0.7136,0.3529,0.3607
2315550d-ac95-4109-9586-0770d694411c_33662,2,5,15,20,0.6,0.7814,0.4,0.3814
2315550d-ac95-4109-9586-0770d694411c_33662,3,8,12,20,0.5,0.8534,0.5,0.3534
2315550d-ac95-4109-9586-0770d694411c_33662,4,10,10,20,0.4,0.9213,0.6,0.3213
2315550d-ac95-4109-9586-0770d694411c_33662,5,13,7,20,0.1429,0.9738,0.8571,0.1166
2315550d-ac95-4109-9586-0770d694411c_33674,1,3,13,16,0.3846,0.4174,0.6154,-0.198
2315550d-ac95-4109-9586-0770d694411c_33674,2,5,11,16,0.4545,0.6035,0.5455,0.058
2315550d-ac95-4109-9586-0770d694411c_33674,3,7,9,16,0.4444,0.3711,0.5556,-0.1845
2315550d-ac95-4109-9586-0770d694411c_33674,4,9,7,16,0.4286,0.369,0.6577,-0.2887
2315550d-ac95-4109-9586-0770d694411c_33674,5,11,5,16,0.6,0.8336,0.7231,0.1104
2315550d-ac95-4109-9586-0770d694411c_33686,1,3,29,32,0.3103,0.9708,0.6897,0.2811
2315550d-ac95-4109-9586-0770d694411c_33686,2,6,26,32,0.2308,0.9416,0.7692,0.1723
2315550d-ac95-4109-9586-0770d694411c_33686,3,9,23,32,0.1739,0.9416,0.8261,0.1155
2315550d-ac95-4109-9586-0770d694411c_33686,4,12,20,32,0.05,0.9369,0.95,-0.0131
2315550d-ac95-4109-9586-0770d694411c_33686,5,16,16,32,0.0625,0.6608,0.9375,-0.2767
2315550d-ac95-4109-9586-0770d694411c_33688,1,6,15,21,0.0667,0.928,0.9333,-0.0053
2315550d-ac95-4109-9586-0770d694411c_33688,2,7,14,21,0.0714,0.9708,0.9286,0.0422
2315550d-ac95-4109-9586-0770d694411c_33688,3,9,12,21,0.0833,0.9416,0.9167,0.0249
2315550d-ac95-4109-9586-0770d694411c_33688,4,10,11,21,0.0909,0.8861,0.9091,-0.023
2315550d-ac95-4109-9586-0770d694411c_33688,5,12,9,21,0.1111,0.6608,0.8889,-0.228
2315550d-ac95-4109-9586-0770d694411c_33690,1,3,50,53,0.06,0.931,0.94,-0.009
2315550d-ac95-4109-9586-0770d694411c_33690,2,9,44,53,0.0455,0.8428,0.9545,-0.1117
2315550d-ac95-4109-9586-0770d694411c_33690,3,16,37,53,0.027,0.931,0.973,-0.042
2315550d-ac95-4109-9586-0770d694411c_33690,4,23,30,53,0.0333,0.9445,0.9667,-0.0221
2315550d-ac95-4109-9586-0770d694411c_33690,5,30,23,53,0.0435,0.8304,0.9565,-0.1261
2315550d-ac95-4109-9586-0770d694411c_33710,1,4,21,25,0.5714,0.4508,0.4286,0.0222
2315550d-ac95-4109-9586-0770d694411c_33710,2,8,17,25,0.6471,0.4257,0.3529,0.0728
2315550d-ac95-4109-9586-0770d694411c_33710,3,12,13,25,0.5385,0.6608,0.4615,0.1993
2315550d-ac95-4109-9586-0770d694411c_33710,4,16,9,25,0.3333,0.6608,0.6667,-0.0058
2315550d-ac95-4109-9586-0770d694411c_33710,5,20,5,25,0.2,0.7997,0.9208,-0.1211
2315550d-ac95-4109-9586-0770d694411c_33732,1,5,13,18,0.3846,0.8366,0.6154,0.2212
2315550d-ac95-4109-9586-0770d694411c_33732,2,6,12,18,0.4167,0.8522,0.5833,0.2689
2315550d-ac95-4109-9586-0770d694411c_33732,3,8,10,18,0.4,0.8599,0.6,0.2599
2315550d-ac95-4109-9586-0770d694411c_33732,4,10,8,18,0.375,0.6552,0.625,0.0302
2315550d-ac95-4109-9586-0770d694411c_33732,5,12,6,18,0.1667,0.9738,0.8333,0.1404
2315550d-ac95-4109-9586-0770d694411c_33737,1,3,10,13,0.2,0.7448,0.8,-0.0552
2315550d-ac95-4109-9586-0770d694411c_33737,2,4,9,13,0.2222,0.761,0.7778,-0.0168
2315550d-ac95-4109-9586-0770d694411c_33737,3,5,8,13,0.25,0.761,0.75,0.011
2315550d-ac95-4109-9586-0770d694411c_33737,4,6,7,13,0.2857,0.7186,0.7143,0.0043
2315550d-ac95-4109-9586-0770d694411c_33737,5,8,5,13,0.4,0.6617,0.8302,-0.1685
2315550d-ac95-4109-9586-0770d694411c_33750,1,6,12,18,0.1667,0.675,0.8333,-0.1583
2315550d-ac95-4109-9586-0770d694411c_33750,2,7,11,18,0.1818,0.6316,0.8182,-0.1866
2315550d-ac95-4109-9586-0770d694411c_33750,3,9,9,18,0.1111,0.8678,0.8889,-0.0211
2315550d-ac95-4109-9586-0770d694411c_33750,4,11,7,18,0.1429,0.8174,0.8571,-0.0398
2315550d-ac95-4109-9586-0770d694411c_33750,5,13,5,18,0.2,0.912,0.9208,-0.0088
2315550d-ac95-4109-9586-0770d694411c_33752,1,14,23,37,0.0435,0.9738,0.9565,0.0172
2315550d-ac95-4109-9586-0770d694411c_33752,2,17,20,37,0.05,1,0.95,0.05
2315550d-ac95-4109-9586-0770d694411c_33752,3,20,17,37,0.0588,0.9738,0.9412,0.0326
2315550d-ac95-4109-9586-0770d694411c_33752,4,23,14,37,0.0714,0.931,0.9286,0.0024
2315550d-ac95-4109-9586-0770d694411c_33752,5,26,11,37,0.0909,0.7953,0.9091,-0.1138
2315550d-ac95-4109-9586-0770d694411c_33755,1,6,27,33,0.5926,0.1059,0.4074,-0.3015
2315550d-ac95-4109-9586-0770d694411c_33755,2,11,22,33,0.5,0.2033,0.5,-0.2967
2315550d-ac95-4109-9586-0770d694411c_33755,3,17,16,33,0.6875,0.5953,0.3125,0.2828
2315550d-ac95-4109-9586-0770d694411c_33755,4,22,11,33,0.9091,0.5909,0.268,0.3228
2315550d-ac95-4109-9586-0770d694411c_33755,5,28,5,33,0.8,0.8861,0.5897,0.2964
2315550d-ac95-4109-9586-0770d694411c_33772,1,5,18,23,0.6111,0.7106,0.3889,0.3217
2315550d-ac95-4109-9586-0770d694411c_33772,2,8,15,23,0.6,0.7065,0.4,0.3065
2315550d-ac95-4109-9586-0770d694411c_33772,3,11,12,23,0.5833,0.8059,0.4167,0.3892
2315550d-ac95-4109-9586-0770d694411c_33772,4,14,9,23,0.4444,0.8077,0.5556,0.2521
2315550d-ac95-4109-9586-0770d694411c_33772,5,18,5,23,0.2,0.9521,0.9208,0.0313
