session_id,split_index,context_len,query_len,session_len,query_skip_rate,ndcg_model,ndcg_random,lift
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274783,4,45,37,82,0.1892,0.8292,0.8108,0.0184
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274783,5,60,22,82,0.0455,0.6608,0.9545,-0.2937
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274784,1,3,43,46,0.5581,0.8921,0.4419,0.4502
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274784,2,12,34,46,0.5882,0.8307,0.4118,0.4189
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274784,3,22,24,46,0.6667,0.7091,0.3333,0.3758
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274784,4,31,15,46,0.7333,0.821,0.3069,0.5141
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274784,5,41,5,46,0.2,0.9829,0.9208,0.0621
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274785,1,3,110,113,0.3727,0.2826,0.6273,-0.3447
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274785,2,27,86,113,0.3605,0.753,0.6395,0.1135
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274785,3,52,61,113,0.3279,0.8042,0.6721,0.132
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274785,4,76,37,113,0.3784,0.7017,0.6216,0.0801
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274785,5,101,12,113,0.3333,0.9708,0.6667,0.3041
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274787,1,3,42,45,0.3333,0.8534,0.6667,0.1868
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274787,2,12,33,45,0.3636,0.7661,0.6364,0.1297
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274787,3,21,24,45,0.4583,0.5668,0.5417,0.0251
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274787,4,30,15,45,0.5333,0.5047,0.4667,0.038
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274787,5,40,5,45,0.2,1,0.9208,0.0792
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274788,1,3,41,44,0.3171,0.9398,0.6829,0.2569
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274788,2,11,33,44,0.2121,0.8309,0.7879,0.0431
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274788,3,19,25,44,0.12,0.8941,0.88,0.0141
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274788,4,27,17,44,0.1176,0.8894,0.8824,0.007
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274788,5,36,8,44,0.125,0.6608,0.875,-0.2142
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274789,1,5,71,76,0.6479,0.4322,0.3521,0.0801
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274789,2,20,56,76,0.7679,0.8534,0.2321,0.6213
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274789,3,36,40,76,0.925,0.2538,0.1038,0.15
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274789,4,52,24,76,0.9583,0.0774,0.1229,-0.0455
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274789,5,68,8,76,0.875,0.2524,0.3686,-0.1162
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274790,1,5,33,38,0.4848,0.2775,0.5152,-0.2376
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274790,2,12,26,38,0.5769,0.7103,0.4231,0.2873
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274790,3,19,19,38,0.7368,0,0.2632,-0.2632
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274790,4,26,12,38,0.6667,0.2404,0.3837,-0.1432
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274790,5,33,5,38,0.4,0.9641,0.8302,0.1339
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274792,1,8,93,101,0.172,0.5237,0.828,-0.3043
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274792,2,28,73,101,0.1233,0.903,0.8767,0.0262
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274792,3,49,52,101,0.1346,0.9233,0.8654,0.0579
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274792,4,69,32,101,0.125,0.9369,0.875,0.0619
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274792,5,90,11,101,0.2727,0.7327,0.7273,0.0055
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274794,1,6,37,43,0.0811,0.9572,0.9189,0.0383
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274794,2,9,34,43,0.0882,1,0.9118,0.0882
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274794,3,13,30,43,0.0667,0.9661,0.9333,0.0328
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274794,4,16,27,43,0.0741,0.8844,0.9259,-0.0415
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274794,5,20,23,43,0.0435,1,0.9565,0.0435
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274795,1,3,23,26,0.2174,0.6958,0.7826,-0.0868
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274795,2,6,20,26,0.25,0.8505,0.75,0.1005
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274795,3,10,16,26,0.3125,0.5218,0.6875,-0.1657
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274795,4,14,12,26,0.3333,0.2698,0.6667,-0.3968
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274795,5,18,8,26,0.125,0.9738,0.875,0.0988
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274796,1,39,18,57,0.0556,1,0.9444,0.0556
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274796,2,42,15,57,0.0667,1,0.9333,0.0667
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274796,3,45,12,57,0.0833,1,0.9167,0.0833
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274796,4,48,9,57,0.1111,1,0.8889,0.1111
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274796,5,51,6,57,0.1667,0.7746,0.8333,-0.0588
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274809,1,3,14,17,0.6429,0.5413,0.3571,0.1842
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274809,2,5,12,17,0.5833,0.5168,0.4167,0.1002
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274809,3,7,10,17,0.5,0.5121,0.5,0.0121
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274809,4,9,8,17,0.375,0.5876,0.625,-0.0374
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274809,5,12,5,17,0.2,0.8495,0.9208,-0.0713
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274810,1,4,20,24,0.15,0.9398,0.85,0.0898
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274810,2,7,17,24,0.1765,0.9398,0.8235,0.1163
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274810,3,11,13,24,0.2308,0.9183,0.7692,0.1491
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274810,4,15,9,24,0.2222,0.8215,0.7778,0.0438
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274810,5,19,5,24,0.2,1,0.9208,0.0792
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274811,1,32,38,70,0.2368,0.7463,0.7632,-0.0169
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274811,2,39,31,70,0.2903,0.7094,0.7097,-0.0003
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274811,3,47,23,70,0.3913,0.3838,0.6087,-0.2248
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274811,4,55,15,70,0.4667,0.5334,0.5333,0
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274811,5,63,7,70,0.2857,0.7537,0.7143,0.0394
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274812,1,12,32,44,0.0312,1,0.9687,0.0313
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274812,2,15,29,44,0.0345,1,0.9655,0.0345
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274812,3,19,25,44,0.04,1,0.96,0.04
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274812,4,22,22,44,0.0455,1,0.9545,0.0455
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274812,5,26,18,44,0.0556,1,0.9444,0.0556
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274813,1,4,47,51,0.2979,0.8369,0.7021,0.1348
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274813,2,10,41,51,0.3171,0.5602,0.6829,-0.1228
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274813,3,17,34,51,0.1765,1,0.8235,0.1765
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274813,4,24,27,51,0.037,1,0.963,0.037
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274813,5,31,20,51,0.05,0.7109,0.95,-0.2391
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274816,1,4,86,90,0.3605,0.8289,0.6395,0.1894
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274816,2,23,67,90,0.3881,0.459,0.6119,-0.153
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274816,3,42,48,90,0.4167,0.7598,0.5833,0.1764
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274816,4,61,29,90,0.1724,0.9738,0.8276,0.1462
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274816,5,81,9,90,0.1111,1,0.8889,0.1111
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274819,1,5,37,42,0.7297,0.7238,0.2703,0.4535
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274819,2,13,29,42,0.7931,0.6213,0.2069,0.4144
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274819,3,21,21,42,0.7143,0.7242,0.2857,0.4385
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274819,4,29,13,42,0.8462,0.482,0.2781,0.2039
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274819,5,37,5,42,0.8,0.9262,0.5897,0.3365
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274821,1,3,37,40,0.7027,0.2213,0.2973,-0.076
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274821,2,11,29,40,0.6207,0.2708,0.3793,-0.1085
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274821,3,19,21,40,0.5714,0.3881,0.4286,-0.0404
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274821,4,27,13,40,0.6923,0.2302,0.3542,-0.124
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274821,5,35,5,40,0.6,0.7438,0.7231,0.0206
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274822,1,3,51,54,0.3137,0.5298,0.6863,-0.1565
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274822,2,9,45,54,0.2444,0.4698,0.7556,-0.2857
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274822,3,16,38,54,0.2105,0.7787,0.7895,-0.0107
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274822,4,22,32,54,0.2188,0.6316,0.7812,-0.1496
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274822,5,29,25,54,0.04,1,0.96,0.04
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274825,1,3,52,55,0.1346,0.8203,0.8654,-0.0451
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274825,2,11,44,55,0.0227,1,0.9773,0.0227
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274825,3,20,35,55,0.0286,1,0.9714,0.0286
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274825,4,29,26,55,0.0385,1,0.9615,0.0385
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274825,5,38,17,55,0.0588,0.8463,0.9412,-0.0949
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274827,1,6,22,28,0.3182,0.6433,0.6818,-0.0385
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274827,2,9,19,28,0.2632,0.4363,0.7368,-0.3005
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274827,3,13,15,28,0.1333,0.7359,0.8667,-0.1307
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274827,4,16,12,28,0.0833,1,0.9167,0.0833
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274827,5,20,8,28,0.125,0.7245,0.875,-0.1505
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274828,1,3,19,22,0.5263,1,0.4737,0.5263
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274828,2,6,16,22,0.4375,1,0.5625,0.4375
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274828,3,10,12,22,0.3333,1,0.6667,0.3333
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274828,4,13,9,22,0.4444,0.8688,0.5556,0.3132
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274828,5,17,5,22,0.8,0.4307,0.5897,-0.159
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274829,1,9,47,56,0.4043,0.7077,0.5957,0.1119
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274829,2,14,42,56,0.3333,0.8552,0.6667,0.1885
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274829,3,19,37,56,0.2432,0.7938,0.7568,0.0371
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274829,4,24,32,56,0.1562,0.6882,0.8438,-0.1556
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274829,5,30,26,56,0.0385,1,0.9615,0.0385
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274831,1,5,42,47,0.7143,0.6641,0.2857,0.3783
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274831,2,14,33,47,0.8182,0.2072,0.1818,0.0253
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274831,3,23,24,47,0.75,0.4297,0.25,0.1797
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274831,4,32,15,47,0.6667,0.6572,0.3333,0.3239
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274831,5,42,5,47,0.2,0.9618,0.9208,0.041
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274833,1,5,66,71,0.3485,0.7822,0.6515,0.1307
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274833,2,14,57,71,0.3158,0.6038,0.6842,-0.0804
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274833,3,23,48,71,0.2917,0.8309,0.7083,0.1226
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274833,4,32,39,71,0.2308,0.6805,0.7692,-0.0887
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274833,5,42,29,71,0.0345,1,0.9655,0.0345
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274837,1,11,70,81,0.3143,0.9398,0.6857,0.2541
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274837,2,26,55,81,0.3455,0.3673,0.6545,-0.2873
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274837,3,41,40,81,0.175,0.931,0.825,0.106
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274837,4,56,25,81,0.2,0.9738,0.8,0.1738
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274837,5,72,9,81,0.3333,1,0.6667,0.3333
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274838,1,3,64,67,0.2656,0.6339,0.7344,-0.1005
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274838,2,17,50,67,0.26,0.5699,0.74,-0.1701
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274838,3,31,36,67,0.1944,0.9661,0.8056,0.1605
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274838,4,45,22,67,0.2273,0.9738,0.7727,0.201
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274838,5,60,7,67,0.5714,0.7531,0.593,0.1601
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274839,1,3,10,13,0.8,0.4766,0.3616,0.1151
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274839,2,4,9,13,0.7778,0.8275,0.4017,0.4258
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274839,3,5,8,13,0.75,0.9433,0.452,0.4914
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274839,4,6,7,13,0.7143,0.9839,0.5165,0.4674
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274839,5,8,5,13,0.6,0.9518,0.7231,0.2287
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274841,1,3,54,57,0.4444,0.7027,0.5556,0.1471
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274841,2,14,43,57,0.3953,0.8027,0.6047,0.198
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274841,3,26,31,57,0.3226,0.8201,0.6774,0.1426
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274841,4,38,19,57,0.2632,0.8552,0.7368,0.1183
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274841,5,50,7,57,0.1429,1,0.8571,0.1429
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274843,1,3,69,72,0.1304,1,0.8696,0.1304
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274843,2,18,54,72,0.1296,1,0.8704,0.1296
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274843,3,33,39,72,0.1538,1,0.8462,0.1538
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274843,4,48,24,72,0.2083,1,0.7917,0.2083
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274843,5,63,9,72,0.1111,1,0.8889,0.1111
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274845,1,3,27,30,0.8889,0.5097,0.1537,0.356
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274845,2,8,22,30,0.9091,0.6131,0.1643,0.4488
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274845,3,14,16,30,0.875,0.6131,0.226,0.3872
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274845,4,19,11,30,0.9091,0,0.268,-0.268
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274845,5,25,5,30,0.8,0.9262,0.5897,0.3365
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274846,1,18,116,134,0.1293,0.9369,0.8707,0.0662
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274846,2,43,91,134,0.1099,0.9144,0.8901,0.0243
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274846,3,69,65,134,0.1077,0.8304,0.8923,-0.0619
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274846,4,94,40,134,0.175,0.8386,0.825,0.0136
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274846,5,120,14,134,0.1429,0.618,0.8571,-0.2391
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274847,1,3,20,23,0.65,0.4887,0.35,0.1387
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274847,2,6,17,23,0.6471,0.4035,0.3529,0.0506
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274847,3,10,13,23,0.5385,0.5646,0.4615,0.1031
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274847,4,13,10,23,0.5,0.5908,0.5,0.0908
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274847,5,17,6,23,0.1667,0.9445,0.8333,0.1112
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274848,1,3,19,22,0.1579,0.8339,0.8421,-0.0082
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274848,2,6,16,22,0.125,0.6608,0.875,-0.2142
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274848,3,10,12,22,0.0833,0.9183,0.9167,0.0016
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274848,4,13,9,22,0.1111,0.8569,0.8889,-0.032
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274848,5,17,5,22,0.2,0.8759,0.9208,-0.0449
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274850,1,4,37,41,0.1892,1,0.8108,0.1892
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274850,2,12,29,41,0.1034,0.6906,0.8966,-0.206
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274850,3,20,21,41,0.0476,1,0.9524,0.0476
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274850,4,28,13,41,0.0769,1,0.9231,0.0769
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274850,5,36,5,41,0.2,0.9966,0.9208,0.0758
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274851,1,6,14,20,0.5,0.6369,0.5,0.1369
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274851,2,8,12,20,0.5,0.7679,0.5,0.2679
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274851,3,10,10,20,0.6,0.6352,0.4604,0.1747
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274851,4,12,8,20,0.625,0.913,0.5189,0.3942
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274851,5,15,5,20,0.4,0.9935,0.8302,0.1633
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274854,1,4,14,18,0.1429,1,0.8571,0.1429
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274854,2,5,13,18,0.0769,1,0.9231,0.0769
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274854,3,6,12,18,0.0833,1,0.9167,0.0833
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274854,4,7,11,18,0.0909,1,0.9091,0.0909
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274854,5,9,9,18,0.1111,1,0.8889,0.1111
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274856,1,4,129,133,0.2326,0.9144,0.7674,0.147
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274856,2,32,101,133,0.2673,0.7619,0.7327,0.0292
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274856,3,61,72,133,0.2917,1,0.7083,0.2917
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274856,4,90,43,133,0.3256,0.728,0.6744,0.0536
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274856,5,119,14,133,0.2143,0.9445,0.7857,0.1588
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274858,1,3,10,13,0.1,0.8428,0.9,-0.0572
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274858,2,4,9,13,0.1111,1,0.8889,0.1111
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274858,3,5,8,13,0.125,0.9738,0.875,0.0988
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274858,4,6,7,13,0.1429,0.9738,0.8571,0.1166
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274858,5,8,5,13,0.2,0.9721,0.9208,0.0513
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274860,1,17,67,84,0.0746,0.9738,0.9254,0.0484
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274860,2,30,54,84,0.037,1,0.963,0.037
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274860,3,44,40,84,0.025,0.9738,0.975,-0.0012
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274860,4,58,26,84,0.0385,0.9661,0.9615,0.0045
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274860,5,72,12,84,0.0833,0.6608,0.9167,-0.2558
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274863,1,4,85,89,0.8,0.8136,0.2,0.6136
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274863,2,23,66,89,0.8182,0.9017,0.1818,0.7199
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274863,3,42,47,89,0.7447,1,0.2553,0.7447
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274863,4,61,28,89,0.6071,1,0.3929,0.6071
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274863,5,80,9,89,0.5556,0.9932,0.5116,0.4816
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274868,1,3,76,79,0.3158,0.797,0.6842,0.1128
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274868,2,20,59,79,0.339,0.9106,0.661,0.2496
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274868,3,37,42,79,0.3095,0.8784,0.6905,0.188
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274868,4,54,25,79,0.28,1,0.72,0.28
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274868,5,71,8,79,0.125,0.9475,0.875,0.0725
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274870,1,9,19,28,0.4211,0.6882,0.5789,0.1092
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274870,2,11,17,28,0.3529,0.6758,0.6471,0.0287
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274870,3,13,15,28,0.2667,0.7436,0.7333,0.0103
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274870,4,15,13,28,0.1538,0.7941,0.8462,-0.0521
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274870,5,17,11,28,0.0909,0.9398,0.9091,0.0308
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274873,1,3,19,22,0.2632,0.9136,0.7368,0.1768
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274873,2,6,16,22,0.125,0.9445,0.875,0.0695
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274873,3,10,12,22,0.1667,0.9077,0.8333,0.0743
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274873,4,13,9,22,0.1111,0.9738,0.8889,0.0849
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274873,5,17,5,22,0.2,1,0.9208,0.0792
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274874,1,4,10,14,0.6,0.3277,0.4604,-0.1327
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274874,2,5,9,14,0.6667,0.2045,0.4612,-0.2567
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274874,3,6,8,14,0.625,0.4384,0.5189,-0.0805
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274874,4,7,7,14,0.5714,0.4853,0.593,-0.1076
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274874,5,9,5,14,0.4,0.6183,0.8302,-0.2119
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274875,1,15,73,88,0.0685,1,0.9315,0.0685
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274875,2,31,57,88,0.0351,1,0.9649,0.0351
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274875,3,47,41,88,0.0488,1,0.9512,0.0488
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274875,4,63,25,88,0.08,1,0.92,0.08
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274875,5,79,9,88,0.2222,1,0.7778,0.2222
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274876,1,12,25,37,0.32,0.7055,0.68,0.0255
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274876,2,17,20,37,0.4,0.7369,0.6,0.1369
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274876,3,22,15,37,0.5333,0.6124,0.4667,0.1457
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274876,4,27,10,37,0.7,0.6058,0.4151,0.1907
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274876,5,32,5,37,0.6,0.8575,0.7231,0.1343
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274878,1,3,9,12,0.2222,0.8784,0.7778,0.1007
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274878,2,4,8,12,0.25,0.7616,0.75,0.0116
e8eda363-1d4c-47df-a5fd-67ae6576ab12_274878,3,5,7,12,0.1429,0.8696,0.8571,0.0124
